egfr,iressa,lung,month,tar,"Evergreen,_Edmonton",Donkey_Punch_(pornographic_film)
389,136,3653,201111,249,0.0,0.0
460,162,3474,201111,200,0.0,0.0
711,297,4735,201111,405,0.0,0.0
853,341,5278,201111,417,0.0,0.0
679,284,4140,201111,365,1.0,0.0
592,233,3991,201111,326,0.0,0.0
478,183,3254,201111,271,0.0,0.0
352,140,3202,201111,182,0.0,0.0
432,170,3938,201111,198,1.0,0.0
803,266,5318,201111,408,0.0,0.0
861,302,5131,201111,363,0.0,0.0
891,257,4945,201111,342,0.0,0.0
0,0,0,201111,0,0.0,0.0
814,277,4894,201112,376,0.0,0.0
672,214,3875,201112,308,33.0,0.0
419,143,2915,201112,194,10.0,0.0
501,155,5617,201112,262,6.0,0.0
846,257,4653,201112,384,3.0,0.0
820,271,4863,201112,379,9.0,0.0
857,263,4988,201112,387,20.0,0.0
752,257,4966,201112,395,3.0,0.0
730,196,4076,201112,259,7.0,0.0
419,132,6784,201112,188,7.0,0.0
501,150,3101,201112,211,6.0,0.0
694,219,4267,201112,316,6.0,0.0
856,270,4925,201112,383,8.0,0.0
779,263,4451,201112,368,8.0,0.0
784,260,4688,201112,327,12.0,0.0
561,192,3575,201112,271,9.0,0.0
359,89,2976,201112,156,10.0,0.0
338,110,2755,201112,160,5.0,0.0
580,189,3462,201112,280,6.0,0.0
598,213,3824,201112,267,6.0,0.0
526,189,3469,201112,293,8.0,0.0
500,166,3226,201112,269,9.0,0.0
22,7,195,201112,15,1.0,0.0
0,0,0,201112,0,0.0,0.0
0,0,0,201112,0,0.0,0.0
97,38,891,201112,65,1.0,0.0
417,172,2798,201112,218,9.0,0.0
413,173,3026,201112,241,6.0,0.0
473,150,3018,201112,262,5.0,0.0
391,155,2925,201112,262,8.0,0.0
222,98,3339,201112,155,6.0,0.0
201,71,2224,201201,118,7.0,0.0
385,152,3345,201201,221,13.0,0.0
560,262,3769,201201,285,17.0,0.0
725,243,4279,201201,308,11.0,0.0
674,253,4422,201201,352,6.0,0.0
542,191,4120,201201,305,6.0,0.0
366,126,3120,201201,179,8.0,0.0
355,134,3383,201201,163,9.0,0.0
731,275,4754,201201,320,11.0,0.0
735,265,4955,201201,401,9.0,0.0
823,248,5313,201201,400,6.0,0.0
798,248,5196,201201,413,5.0,0.0
648,208,4693,201201,341,14.0,0.0
419,131,3141,201201,234,7.0,0.0
459,144,3680,201201,187,6.0,0.0
738,232,4285,201201,337,8.0,0.0
732,255,4526,201201,365,8.0,0.0
711,226,4511,201201,349,5.0,0.0
721,219,4522,201201,339,4.0,0.0
556,236,4205,201201,314,7.0,0.0
359,119,3297,201201,224,8.0,0.0
370,134,5337,201201,214,9.0,0.0
603,243,5566,201201,327,8.0,0.0
701,240,5285,201201,392,10.0,0.0
701,220,5027,201201,374,14.0,0.0
760,235,4825,201201,424,5.0,0.0
621,240,6621,201201,342,5.0,0.0
397,123,2977,201201,188,10.0,0.0
469,176,3258,201201,211,3.0,0.0
708,274,6647,201201,391,6.0,0.0
726,220,4572,201201,358,3.0,0.0
742,254,4504,201202,374,11.0,0.0
836,272,5085,201202,382,8.0,0.0
731,249,3989,201202,312,5.0,0.0
409,146,2981,201202,195,4.0,0.0
452,140,5406,201202,217,9.0,0.0
778,262,6271,201202,390,7.0,0.0
766,240,5074,201202,401,19.0,0.0
748,250,4632,201202,392,5.0,0.0
822,235,4767,201202,399,9.0,0.0
677,231,4564,201202,296,8.0,0.0
408,144,3224,201202,182,7.0,0.0
451,133,3463,201202,186,6.0,0.0
718,328,4577,201202,403,11.0,0.0
708,300,4620,201202,362,8.0,0.0
723,285,4747,201202,400,6.0,0.0
752,263,4665,201202,389,7.0,0.0
783,236,4371,201202,354,15.0,0.0
389,138,2942,201202,175,8.0,0.0
430,151,3345,201202,241,5.0,0.0
681,265,4190,201202,346,5.0,0.0
723,265,4713,201202,383,8.0,0.0
747,295,4699,201202,387,2.0,0.0
810,310,4921,201202,375,12.0,0.0
638,229,4338,201202,349,9.0,0.0
402,138,3376,201202,194,12.0,0.0
488,173,3505,201202,266,8.0,0.0
799,267,5195,201202,387,6.0,0.0
842,267,5157,201202,487,12.0,0.0
793,233,4856,201202,366,8.0,0.0
0,0,0,201202,0,0.0,0.0
0,0,0,201202,0,0.0,0.0
776,255,4752,201203,342,10.0,0.0
623,223,4338,201203,328,9.0,0.0
419,141,2934,201203,200,5.0,0.0
486,163,3538,201203,191,11.0,0.0
671,221,4554,201203,377,8.0,0.0
767,215,4758,201203,386,8.0,0.0
813,235,4848,201203,420,11.0,0.0
775,263,4584,201203,397,4.0,0.0
690,206,4245,201203,317,17.0,0.0
359,116,2860,201203,209,15.0,0.0
439,151,2970,201203,215,7.0,0.0
709,220,4028,201203,366,7.0,0.0
758,271,4220,201203,420,3.0,0.0
781,231,4191,201203,317,3.0,0.0
810,263,4375,201203,377,11.0,0.0
616,258,3775,201203,355,3.0,0.0
398,147,2640,201203,167,8.0,0.0
477,130,2786,201203,199,10.0,0.0
781,275,4256,201203,363,11.0,0.0
700,262,4226,201203,348,13.0,0.0
760,246,4157,201203,322,10.0,0.0
669,243,3734,201203,303,11.0,0.0
504,193,3414,201203,268,6.0,0.0
332,121,2332,201203,196,12.0,0.0
423,165,2822,201203,251,17.0,0.0
759,282,4213,201203,360,8.0,0.0
668,254,3982,201203,321,10.0,0.0
758,229,3977,201203,320,7.0,0.0
703,241,3716,201203,366,5.0,0.0
573,199,3471,201203,316,11.0,0.0
341,118,2376,201203,157,3.0,0.0
376,128,2724,201204,189,5.0,0.0
674,246,3668,201204,295,8.0,0.0
697,230,3836,201204,328,5.0,0.0
698,233,3467,201204,327,17.0,0.0
692,326,3320,201204,362,6.0,0.0
500,126,2569,201204,230,8.0,0.0
354,104,2180,201204,127,12.0,0.0
365,284,2401,201204,157,7.0,0.0
597,467,3423,201204,291,10.0,0.0
744,317,4078,201204,354,10.0,0.0
711,249,3634,201204,321,8.0,0.0
759,251,3599,201204,336,0.0,0.0
645,199,3582,201204,284,7.0,0.0
389,147,2643,201204,192,9.0,0.0
482,186,2923,201204,239,7.0,0.0
746,254,3963,201204,366,14.0,0.0
804,249,4276,201204,331,5.0,0.0
846,290,4228,201204,410,14.0,0.0
876,275,3889,201204,368,12.0,0.0
669,258,3760,201204,331,9.0,0.0
415,155,2424,201204,167,7.0,0.0
490,162,2661,201204,181,8.0,0.0
790,264,4242,201204,374,16.0,0.0
773,310,3869,201204,337,8.0,0.0
748,260,3785,201204,320,11.0,0.0
851,281,4134,201204,330,10.0,0.0
678,236,3379,201204,332,10.0,0.0
425,129,2322,201204,180,5.0,0.0
477,147,2849,201204,190,6.0,0.0
0,0,0,201204,0,0.0,0.0
0,0,0,201204,0,0.0,0.0
831,216,4501,201205,349,,0.0
732,272,4364,201205,347,,0.0
865,335,4509,201205,420,,0.0
744,248,3600,201205,326,,0.0
414,151,2618,201205,204,,0.0
474,168,2830,201205,214,,0.0
844,290,5402,201205,395,,0.0
781,261,5199,201205,397,,0.0
838,330,5548,201205,511,,0.0
765,248,4620,201205,363,,0.0
684,246,3862,201205,362,,0.0
422,136,2446,201205,197,,0.0
395,158,2666,201205,218,,0.0
768,273,3915,201205,370,,0.0
847,312,4509,201205,435,,0.0
759,253,4138,201205,359,,0.0
680,276,5273,201205,385,,0.0
641,207,4157,201205,318,,0.0
394,140,2873,201205,162,,0.0
409,129,3340,201205,188,,0.0
772,304,4562,201205,375,,0.0
676,268,3999,201205,372,,0.0
791,261,4357,201205,386,,0.0
779,266,3900,201205,353,,0.0
709,248,3385,201205,351,,0.0
364,106,2301,201205,165,,0.0
393,158,3695,201205,188,,0.0
519,243,3210,201205,274,,0.0
726,242,4034,201205,406,,0.0
738,300,3793,201205,353,,0.0
745,263,3944,201205,347,,0.0
646,218,3301,201206,286,9.0,0.0
380,113,2873,201206,240,12.0,0.0
409,135,3292,201206,204,6.0,0.0
690,270,3816,201206,391,10.0,0.0
837,302,4280,201206,411,11.0,0.0
732,253,3721,201206,379,13.0,0.0
690,212,3435,201206,351,13.0,0.0
686,229,3288,201206,361,8.0,0.0
360,138,2302,201206,198,9.0,0.0
372,145,2504,201206,155,9.0,0.0
707,238,3630,201206,385,14.0,0.0
760,240,3773,201206,352,9.0,0.0
728,231,3559,201206,392,12.0,0.0
722,266,3606,201206,409,11.0,0.0
595,228,3092,201206,323,6.0,0.0
369,166,2470,201206,195,7.0,0.0
418,165,2597,201206,225,5.0,0.0
718,294,3623,201206,425,9.0,0.0
742,300,3700,201206,416,9.0,0.0
638,255,3405,201206,422,15.0,0.0
748,354,3460,201206,387,7.0,0.0
604,223,2927,201206,348,7.0,0.0
314,127,2315,201206,203,13.0,0.0
342,168,2438,201206,177,12.0,0.0
652,236,6389,201206,340,14.0,0.0
676,255,3442,201206,402,11.0,0.0
645,258,3271,201206,434,10.0,0.0
650,209,3215,201206,348,12.0,0.0
515,188,2859,201206,297,14.0,0.0
316,136,2150,201206,170,6.0,0.0
0,0,0,201206,0,0.0,0.0
348,138,2330,201207,182,8.0,0.0
626,225,2946,201207,349,9.0,0.0
564,231,3405,201207,347,16.0,0.0
544,228,2945,201207,322,19.0,0.0
634,230,2950,201207,326,14.0,0.0
564,208,2866,201207,353,15.0,0.0
275,144,2149,201207,191,11.0,0.0
340,160,2339,201207,191,9.0,0.0
725,258,3101,201207,400,21.0,0.0
673,318,3231,201207,375,10.0,0.0
687,272,3054,201207,386,16.0,0.0
625,239,2914,201207,450,12.0,0.0
478,207,2670,201207,320,11.0,0.0
287,120,2438,201207,167,11.0,0.0
283,101,2299,201207,188,11.0,0.0
586,199,3174,201207,384,17.0,0.0
604,241,3225,201207,429,13.0,0.0
589,270,3257,201207,378,12.0,0.0
635,213,3024,201207,341,8.0,0.0
473,208,2679,201207,307,7.0,0.0
255,131,2249,201207,194,11.0,0.0
270,118,2244,201207,186,10.0,0.0
586,248,2976,201207,363,16.0,0.0
643,251,3281,201207,419,24.0,0.0
640,217,3475,201207,386,13.0,0.0
627,225,3084,201207,370,11.0,0.0
475,219,2762,201207,319,18.0,0.0
267,85,2086,201207,183,21.0,0.0
272,86,2198,201207,161,18.0,0.0
489,187,2869,201207,359,37.0,0.0
610,215,2923,201207,376,93.0,0.0
563,225,2919,201208,376,67.0,0.0
636,208,2834,201208,392,12.0,0.0
510,190,2431,201208,266,17.0,0.0
265,114,1957,201208,156,12.0,0.0
274,91,2231,201208,171,14.0,0.0
476,196,2626,201208,303,7.0,0.0
615,236,2768,201208,314,14.0,0.0
561,204,2800,201208,360,17.0,0.0
571,203,2823,201208,334,13.0,0.0
496,192,2691,201208,255,16.0,0.0
261,100,2032,201208,168,8.0,0.0
245,107,2054,201208,157,6.0,0.0
521,243,3125,201208,354,7.0,0.0
641,237,2988,201208,407,14.0,0.0
558,179,2999,201208,326,11.0,0.0
544,187,2701,201208,353,11.0,0.0
514,211,2763,201208,338,13.0,0.0
263,110,2050,201208,197,7.0,0.0
281,101,2189,201208,196,5.0,0.0
525,221,2904,201208,355,8.0,0.0
541,208,3199,201208,365,6.0,0.0
604,261,3020,201208,373,10.0,0.0
630,225,2930,201208,369,7.0,0.0
517,168,2585,201208,344,11.0,0.0
301,84,2074,201208,198,7.0,0.0
315,129,2227,201208,216,8.0,0.0
661,215,2982,201208,349,10.0,0.0
681,220,3251,201208,404,6.0,0.0
669,264,3069,201208,383,7.0,0.0
668,298,2989,201208,403,13.0,0.0
501,201,2547,201208,318,17.0,0.0
262,110,2021,201209,167,9.0,0.0
281,116,2067,201209,182,6.0,0.0
543,190,2762,201209,303,10.0,0.0
694,257,2969,201209,378,9.0,0.0
730,233,3119,201209,354,9.0,0.0
700,221,3304,201209,345,13.0,0.0
678,241,3081,201209,366,8.0,0.0
309,145,2543,201209,292,2.0,0.0
382,148,2633,201209,240,12.0,0.0
655,236,3518,201209,425,9.0,0.0
763,281,3489,201209,481,11.0,0.0
755,256,3322,201209,441,5.0,0.0
791,269,3571,201209,439,6.0,0.0
710,226,2978,201209,386,6.0,0.0
352,109,2127,201209,225,8.0,0.0
403,150,2380,201209,192,15.0,0.0
703,263,3512,201209,401,5.0,0.0
836,312,3721,201209,477,13.0,0.0
831,242,3559,201209,379,11.0,0.0
766,197,3534,201209,383,9.0,0.0
631,219,3196,201209,369,14.0,0.0
365,118,2379,201209,186,7.0,0.0
464,142,2605,201209,220,5.0,0.0
829,278,3770,201209,418,12.0,0.0
821,267,3581,201209,430,12.0,0.0
801,249,3671,201209,417,9.0,0.0
878,275,3736,201209,393,11.0,0.0
678,224,3083,201209,326,10.0,0.0
414,139,2383,201209,201,10.0,0.0
488,149,2830,201209,236,9.0,0.0
0,0,0,201209,0,0.0,0.0
819,248,3634,201210,422,10.0,0.0
851,256,3893,201210,458,6.0,0.0
890,266,3849,201210,415,6.0,0.0
921,271,3465,201210,405,10.0,0.0
806,204,3139,201210,461,4.0,0.0
430,155,2484,201210,391,10.0,0.0
463,132,2590,201210,205,14.0,0.0
895,280,3544,201210,396,11.0,0.0
880,303,4237,201210,445,9.0,0.0
903,320,3832,201210,441,7.0,0.0
900,321,3855,201210,446,5.0,0.0
793,284,3147,201210,398,8.0,0.0
465,169,2539,201210,225,8.0,0.0
450,147,2872,201210,223,10.0,0.0
849,304,3965,201210,499,7.0,0.0
876,273,3952,201210,429,5.0,0.0
776,301,4023,201210,465,6.0,0.0
863,255,4022,201210,529,13.0,0.0
777,227,3258,201210,459,5.0,0.0
488,150,2763,201210,261,6.0,0.0
582,138,3048,201210,221,10.0,0.0
886,265,3932,201210,406,11.0,0.0
1004,256,4051,201210,506,7.0,0.0
1014,274,4181,201210,429,6.0,0.0
978,286,3939,201210,435,10.0,0.0
727,200,3341,201210,380,5.0,0.0
449,142,2633,201210,238,8.0,0.0
552,131,2760,201210,249,2.0,0.0
776,227,3820,201210,451,9.0,0.0
845,289,3956,201210,447,4.0,0.0
865,280,3705,201210,443,9.0,0.0
912,324,4003,201211,431,6.0,0.0
772,214,3927,201211,406,5.0,0.0
472,152,2614,201211,242,7.0,0.0
575,153,2967,201211,245,7.0,0.0
935,323,4173,201211,438,10.0,0.0
956,281,4192,201211,737,9.0,0.0
921,298,4543,201211,3764,4.0,0.0
947,302,4092,201211,468,6.0,0.0
822,330,3908,201211,487,10.0,0.0
528,157,2762,201211,241,12.0,0.0
576,215,2993,201211,260,18.0,0.0
988,302,4488,201211,460,33.0,0.0
970,271,4302,201211,473,5.0,0.0
1091,271,4674,201211,467,6.0,0.0
1047,330,4233,201211,515,9.0,0.0
794,245,3656,201211,354,6.0,0.0
529,165,2519,201211,237,9.0,0.0
581,181,3101,201211,270,5.0,0.0
902,263,4096,201211,379,1.0,0.0
905,269,4211,201211,456,6.0,0.0
855,234,3896,201211,438,10.0,0.0
715,223,3409,201211,341,7.0,0.0
623,204,2943,201211,265,8.0,0.0
461,129,2537,201211,195,8.0,0.0
585,152,3040,201211,253,10.0,0.0
1081,326,4354,201211,535,8.0,0.0
1227,364,4871,201211,654,6.0,0.0
1012,343,4366,201211,481,6.0,0.0
1143,386,4561,201211,439,5.0,0.0
927,279,3786,201211,405,5.0,0.0
0,0,0,201211,0,0.0,0.0
599,155,2749,201212,299,7.0,0.0
633,198,3048,201212,259,7.0,0.0
1121,359,4222,201212,473,15.0,0.0
1091,327,4429,201212,495,5.0,0.0
1305,303,4797,201212,517,15.0,0.0
1076,305,4329,201212,481,12.0,0.0
899,253,3633,201212,383,11.0,0.0
604,184,2464,201212,249,3.0,0.0
692,172,2879,201212,283,9.0,0.0
1119,290,4024,201212,445,11.0,0.0
1040,313,4202,201212,526,11.0,0.0
1013,338,3933,201212,551,9.0,0.0
940,300,3909,201212,505,9.0,0.0
812,251,3232,201212,464,6.0,0.0
570,137,2321,201212,277,6.0,0.0
481,166,2455,201212,270,6.0,0.0
867,300,3378,201212,479,6.0,0.0
818,284,3327,201212,462,9.0,0.0
833,243,3295,201212,465,6.0,0.0
738,222,3076,201212,432,9.0,0.0
564,183,2350,201212,337,8.0,0.0
362,128,1892,201212,218,7.0,0.0
281,120,1914,201212,196,6.0,0.0
339,169,2003,201212,278,8.0,0.0
310,141,1810,201212,225,6.0,0.0
461,192,2360,201212,310,9.0,0.0
534,189,2539,201212,370,6.0,0.0
525,184,2737,201212,344,6.0,0.0
345,127,2925,201212,260,4.0,0.0
364,136,2196,201212,219,8.0,0.0
351,145,2281,201212,246,3.0,0.0
299,116,2052,201301,167,4.0,0.0
595,241,3141,201301,405,0.0,0.0
643,209,3349,201301,427,7.0,0.0
720,243,3177,201301,375,10.0,0.0
434,122,2461,201301,239,11.0,0.0
535,169,2657,201301,218,4.0,0.0
805,267,3608,201301,420,9.0,0.0
1019,376,4123,201301,490,11.0,0.0
925,247,4003,201301,499,12.0,0.0
908,288,4014,201301,487,6.0,0.0
819,275,3506,201301,427,4.0,0.0
560,147,2802,201301,217,4.0,0.0
513,172,3143,201301,221,5.0,0.0
835,275,3915,201301,447,2.0,0.0
977,342,4290,201301,550,5.0,0.0
1007,383,5209,201301,559,10.0,0.0
1060,325,4405,201301,496,8.0,0.0
930,271,3790,201301,394,7.0,0.0
554,177,2891,201301,223,6.0,0.0
527,177,2973,201301,270,5.0,0.0
911,260,3721,201301,452,9.0,0.0
1057,375,3856,201301,563,2.0,0.0
1073,340,3861,201301,552,13.0,0.0
1129,289,4049,201301,525,8.0,0.0
1046,298,3502,201301,394,7.0,0.0
545,160,2771,201301,266,5.0,0.0
572,193,3020,201301,248,3.0,0.0
942,329,3944,201301,473,5.0,0.0
1135,302,3787,201301,468,8.0,0.0
1050,288,4301,201301,517,4.0,0.0
1037,283,4119,201301,464,6.0,0.0
904,307,3985,201302,431,8.0,0.0
549,180,2803,201302,245,8.0,0.0
654,182,2994,201302,248,9.0,0.0
1100,341,4092,201302,512,8.0,0.0
1159,363,4339,201302,516,10.0,0.0
1138,363,4341,201302,518,3.0,0.0
1176,368,4566,201302,534,36.0,0.0
942,267,3480,201302,442,7.0,0.0
566,170,2615,201302,243,6.0,0.0
560,192,2890,201302,239,6.0,0.0
1144,276,3981,201302,435,43.0,0.0
1096,331,4080,201302,525,8.0,0.0
1099,317,4206,201302,458,0.0,0.0
1059,248,3999,201302,478,4.0,0.0
877,238,3503,201302,399,8.0,0.0
707,158,2562,201302,238,3.0,0.0
687,179,2984,201302,265,3.0,0.0
1088,322,3762,201302,530,42.0,0.0
1242,377,4550,201302,495,10.0,0.0
1191,386,4591,201302,533,2.0,0.0
1156,355,3883,201302,534,6.0,0.0
990,277,3545,201302,461,6.0,0.0
659,243,2689,201302,323,54.0,0.0
700,202,3098,201302,286,7.0,0.0
1209,376,3932,201302,566,8.0,0.0
1262,358,4432,201302,618,12.0,0.0
1230,345,4226,201302,494,11.0,0.0
1173,356,4307,201302,563,8.0,0.0
0,0,0,201302,0,0.0,0.0
0,0,0,201302,0,0.0,0.0
0,0,0,201302,0,0.0,0.0
922,291,3836,201303,444,5.0,0.0
621,167,2856,201303,256,6.0,0.0
693,190,3046,201303,323,9.0,0.0
1155,361,4289,201303,547,10.0,0.0
1088,352,4131,201303,570,9.0,0.0
1283,345,4376,201303,556,4.0,0.0
1218,353,4569,201303,566,11.0,0.0
1009,320,3801,201303,488,9.0,0.0
612,209,2824,201303,298,8.0,0.0
673,229,3036,201303,291,8.0,0.0
1149,398,3988,201303,504,9.0,0.0
1260,373,4170,201303,544,6.0,0.0
1221,348,4066,201303,561,6.0,0.0
1164,337,3883,201303,483,8.0,0.0
1045,259,3340,201303,459,7.0,0.0
660,182,2593,201303,307,4.0,0.0
710,214,2918,201303,304,4.0,0.0
1127,341,3974,201303,529,6.0,0.0
1290,405,3991,201303,574,6.0,0.0
1286,376,4310,201303,539,6.0,0.0
1256,337,4027,201303,539,3.0,0.0
1027,308,3377,201303,483,5.0,0.0
686,181,2975,201303,252,3.0,0.0
748,205,3118,201303,260,5.0,0.0
1298,323,4278,201303,454,12.0,0.0
1216,392,4379,201303,495,8.0,0.0
1241,346,4241,201303,503,6.0,0.0
1101,310,3968,201303,506,7.0,0.0
873,251,3325,201303,410,1.0,0.0
531,163,2621,201303,233,4.0,0.0
603,163,2771,201303,245,5.0,0.0
1087,324,3639,201304,458,7.0,0.0
1166,350,3881,201304,579,9.0,0.0
1233,389,4372,201304,558,11.0,0.0
1193,354,4417,201304,528,8.0,0.0
934,266,3694,201304,395,4.0,0.0
610,188,2832,201304,287,4.0,0.0
694,227,3145,201304,343,7.0,0.0
1163,402,4280,201304,567,4.0,0.0
1294,367,4347,201304,536,9.0,0.0
1225,350,4068,201304,489,6.0,0.0
1181,388,4291,201304,596,3.0,0.0
993,369,3587,201304,462,2.0,0.0
572,198,2664,201304,226,4.0,0.0
730,222,3119,201304,259,3.0,0.0
1134,394,4128,201304,521,6.0,0.0
1232,372,4100,201304,477,7.0,0.0
1279,386,4115,201304,549,4.0,0.0
1145,306,3932,201304,476,1.0,0.0
1031,284,3646,201304,434,11.0,0.0
674,175,2600,201304,262,6.0,0.0
764,188,2927,201304,276,3.0,0.0
1200,328,3950,201304,462,4.0,0.0
1159,327,4012,201304,512,4.0,0.0
1279,349,4039,201304,518,5.0,0.0
1149,365,4288,201304,486,11.0,0.0
1048,329,3575,201304,426,7.0,0.0
680,192,2532,201304,262,8.0,0.0
801,233,2981,201304,253,2.0,0.0
1173,356,3989,201304,468,4.0,0.0
1261,389,4204,201304,535,8.0,0.0
0,0,0,201304,0,0.0,0.0
1198,275,3827,201305,533,4.0,0.0
1308,353,4110,201305,594,6.0,0.0
1018,290,3315,201305,429,4.0,0.0
645,191,3165,201305,240,7.0,0.0
711,216,2674,201305,274,5.0,0.0
1116,397,3684,201305,494,4.0,0.0
1198,401,4200,201305,587,4.0,0.0
1250,388,4191,201305,541,9.0,0.0
1096,335,3982,201305,470,8.0,0.0
1040,357,3564,201305,479,3.0,0.0
619,186,2583,201305,207,5.0,0.0
612,186,2848,201305,205,6.0,0.0
1186,359,4002,201305,498,4.0,0.0
1264,363,4150,201305,507,6.0,0.0
1271,372,4571,201305,887,6.0,0.0
1214,403,4771,201305,792,9.0,0.0
993,298,3594,201305,591,5.0,0.0
589,185,2477,201305,239,5.0,0.0
666,205,2737,201305,230,6.0,0.0
933,294,3626,201305,402,9.0,0.0
1192,374,3983,201305,638,23.0,0.0
1061,347,3830,201305,492,23.0,0.0
1056,325,3879,201305,539,18.0,0.0
939,332,3387,201305,373,9.0,0.0
527,138,2217,201305,237,13.0,0.0
947,230,2517,201305,365,5.0,0.0
844,306,3306,201305,396,17.0,0.0
1090,364,3995,201305,483,7.0,0.0
1144,369,3869,201305,482,10.0,0.0
1123,309,3862,201305,455,4.0,0.0
929,313,3465,201305,372,10.0,0.0
571,154,2236,201306,192,13.0,0.0
644,192,2375,201306,279,9.0,0.0
1134,356,3463,201306,429,14.0,0.0
1154,324,3500,201306,503,9.0,0.0
1119,323,3393,201306,494,4.0,0.0
1073,333,3507,201306,468,7.0,0.0
840,318,3064,201306,418,13.0,0.0
470,144,2325,201306,225,2.0,0.0
576,211,2549,201306,239,8.0,0.0
1013,328,3528,201306,427,4.0,0.0
1009,320,3770,201306,423,8.0,0.0
1005,349,3576,201306,459,31.0,0.0
1016,325,3411,201306,475,25.0,0.0
861,267,2988,201306,391,15.0,0.0
528,173,2341,201306,273,16.0,0.0
506,169,2253,201306,240,5.0,0.0
1024,343,3378,201306,505,12.0,0.0
1011,386,3789,201306,568,12.0,0.0
1099,299,3555,201306,461,3.0,0.0
1022,336,3213,201306,504,10.0,0.0
777,259,2691,201306,405,5.0,0.0
561,171,2175,201306,272,6.0,0.0
481,160,2363,201306,227,10.0,0.0
940,244,3162,201306,424,6.0,0.0
1025,374,3521,201306,577,5.0,0.0
1007,307,3431,201306,490,8.0,0.0
975,287,4693,201306,441,7.0,0.0
736,295,2823,201306,394,6.0,0.0
466,159,2044,201306,231,5.0,0.0
480,139,2150,201306,186,5.0,0.0
0,0,0,201306,0,0.0,0.0
870,303,3045,201307,402,11.0,0.0
939,289,3498,201307,458,5.0,0.0
821,290,3416,201307,466,4.0,0.0
681,277,2791,201307,345,4.0,0.0
655,213,2407,201307,272,4.0,0.0
404,127,1970,201307,171,6.0,0.0
443,138,2183,201307,220,7.0,0.0
861,301,2828,201307,441,7.0,0.0
931,321,2939,201307,510,10.0,0.0
749,322,2792,201307,407,6.0,0.0
856,312,2837,201307,385,9.0,0.0
744,298,2510,201307,418,9.0,0.0
429,150,1957,201307,217,5.0,0.0
432,165,1959,201307,412,1.0,0.0
824,302,2750,201307,437,9.0,0.0
929,299,2726,201307,466,11.0,0.0
1000,292,2596,201307,459,4.0,0.0
1003,282,2839,201307,392,7.0,0.0
921,247,2487,201307,340,6.0,0.0
424,141,1889,201307,210,7.0,0.0
422,166,2024,201307,217,8.0,0.0
830,299,2764,201307,423,5.0,0.0
0,0,0,201307,0,0.0,0.0
367,119,1043,201307,146,2.0,0.0
780,266,2377,201307,343,2.0,0.0
658,220,2207,201307,293,11.0,0.0
420,142,1804,201307,180,5.0,0.0
367,144,1963,201307,192,4.0,0.0
741,296,2461,201307,363,4.0,0.0
844,283,2481,201307,374,12.0,0.0
721,235,2505,201307,342,16.0,0.0
702,291,2412,201308,393,11.0,0.0
684,243,2093,201308,342,6.0,0.0
350,109,1685,201308,172,7.0,0.0
336,137,1826,201308,165,4.0,0.0
690,240,2577,201308,363,1.0,0.0
780,261,2460,201308,453,6.0,0.0
798,256,3033,201308,561,7.0,0.0
675,262,2315,201308,397,5.0,0.0
581,192,2129,201308,292,4.0,0.0
350,106,1805,201308,184,3.0,0.0
363,131,2234,201308,158,5.0,0.0
698,258,2675,201308,346,5.0,0.0
817,291,2643,201308,405,2.0,0.0
763,279,2567,201308,362,2.0,0.0
695,257,2664,201308,363,3.0,0.0
676,217,2249,201308,337,6.0,0.0
401,120,2053,201308,377,7.0,0.0
439,159,2177,201308,320,5.0,0.0
782,284,2605,201308,501,7.0,0.0
618,274,2220,201308,431,4.0,0.0
795,250,2324,201308,424,5.0,0.0
749,296,2322,201308,301,8.0,0.0
592,234,2158,201308,270,0.0,0.0
279,105,1620,201308,128,10.0,0.0
328,132,1681,201308,164,2.0,0.0
590,209,2202,201308,326,1.0,0.0
763,216,2276,201308,334,4.0,0.0
810,236,2312,201308,326,5.0,0.0
779,228,2331,201308,333,6.0,0.0
558,204,2090,201308,305,6.0,0.0
329,128,1620,201308,133,5.0,0.0
321,111,1742,201309,128,,0.0
449,208,2168,201309,227,,0.0
685,212,2377,201309,332,,0.0
785,241,2501,201309,360,,0.0
744,242,2430,201309,369,,0.0
583,224,2133,201309,300,,0.0
322,132,1800,201309,169,,0.0
369,104,1932,201309,169,,0.0
619,236,2455,201309,323,,0.0
701,398,2520,201309,334,,0.0
680,266,2653,201309,335,,0.0
823,253,2645,201309,347,,0.0
600,228,2381,201309,333,,0.0
360,119,1914,201309,191,,0.0
444,162,1938,201309,238,,0.0
739,260,2850,201309,356,,0.0
833,267,2650,201309,406,,0.0
751,244,2689,201309,355,,0.0
718,229,2699,201309,337,,0.0
688,233,2217,201309,296,,0.0
396,128,1617,201309,136,,0.0
473,146,1818,201309,164,,0.0
778,277,2528,201309,354,,0.0
811,212,3495,201309,338,,0.0
802,257,2851,201309,361,,0.0
817,264,3498,201309,314,,0.0
650,203,2354,201309,294,,0.0
409,118,2639,201309,161,,0.0
439,157,2040,201309,196,,0.0
756,220,4103,201309,354,,0.0
0,0,0,201309,0,,0.0
825,254,3076,201310,361,2.0,0.0
878,269,3002,201310,357,4.0,0.0
930,236,2916,201310,335,13.0,0.0
868,195,2398,201310,285,4.0,0.0
495,130,1814,201310,201,3.0,0.0
473,144,2002,201310,179,7.0,0.0
815,266,2661,201310,312,4.0,0.0
